2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | OneStream                               | suggested | OneStream — OneStream is an enterprise CPM/financial planning platform with SSO support and likely OIN presence — verify the exact OIN app key with the vendor or Okta catalog search.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | Otis QA                                 | no_oin    | Otis QA appears to be a Senate-specific or niche QA environment with no known OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | PageFlex                                | no_oin    | PageFlex is explicitly listed as a known Senate-specific app with no OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | PageProof SSO                           | suggested | PageProof — PageProof is a commercial creative proofing platform that supports SAML SSO and likely has an OIN listing; verify before applying.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | Privacy Bee                             | no_oin    | Privacy Bee is a consumer data-privacy/opt-out service with no known enterprise OIN integration.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | SAAOnCall Staging                       | no_oin    | SAAOnCall is explicitly listed as a Senate-specific app; this is its staging instance.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | SC Logic SSO                            | no_oin    | SC Logic (SCLogic Intra) is a niche mailroom/facilities management platform with no known Okta OIN listing.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | Senate Library LS2                      | no_oin    | Senate Library is explicitly listed as a Senate-specific app with no OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | SLC leg server: POC Thom Cole           | no_oin    | SLC leg server is explicitly listed as a Senate-specific app with no OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | SnapStream                              | no_oin    | SnapStream is explicitly listed as a Senate-specific app with no OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | Soap                                    | no_oin    | SOAP is explicitly listed as a Senate-specific app with no OIN equivalent.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | StackOverFlowForTeams                   | confirmed | Stack Overflow for Teams — Stack Overflow for Teams is a well-known enterprise product with a verified OIN listing in Okta.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | TalentComp                              | no_oin    | TalentComp appears to be a niche or Senate-specific compensation tool with no known OIN listing.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-1                  | suggested | Cisco Expressway — Cisco Expressway is a major Cisco collaboration edge product with SAML support; verify OIN listing — this is instance 1 of 4.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-2                  | suggested | Cisco Expressway — Same OIN app as Expressway-1; duplicate instance 2 of 4 — all four should map to the same OIN template.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-3                  | suggested | Cisco Expressway — Same OIN app as Expressway-1; duplicate instance 3 of 4 — all four should map to the same OIN template.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-Cisco-Expressway-4                  | suggested | Cisco Expressway — Same OIN app as Expressway-1; duplicate instance 4 of 4 — all four should map to the same OIN template.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-CUC-A                               | suggested | Cisco Unity Connection — CUC is Cisco Unity Connection (voicemail/unified messaging); SAML-capable and likely has an OIN listing — verify before applying, instance A of 4.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-CUC-B                               | suggested | Cisco Unity Connection — Same OIN app as CUC-A; duplicate instance B of 4.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-CUC-C                               | suggested | Cisco Unity Connection — Same OIN app as CUC-A; duplicate instance C of 4.
2026-04-16 10:20:01 | DEV  | AI_REVIEW   | UCC-CUC-D                               | suggested | Cisco Unity Connection — Same OIN app as CUC-A; duplicate instance D of 4.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-CUCM-IM&P                           | suggested | Cisco Unified Communications Manager IM and Presence — CUCM IM&P is a Cisco enterprise product with known Okta OIN integration; verify exact OIN key before applying.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-HelpOne-UNX-1                       | no_oin    | HelpOne is not a recognized enterprise SSO product with an OIN listing; likely a Senate-specific or niche helpdesk instance.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-HelpOne-UNX-2                       | no_oin    | Same product as UCC-HelpOne-UNX-1; no known OIN equivalent for HelpOne.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-Imagicle                            | suggested | Imagicle — Imagicle is a Cisco UC application suite vendor with documented Okta SAML support; verify OIN listing before applying.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-LineOne-UNX-1                       | no_oin    | LineOne is not a recognized enterprise product with an OIN listing; likely a Senate-specific telecom or call-center integration.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-LineOne-UNX-2                       | no_oin    | Same product as UCC-LineOne-UNX-1; no known OIN equivalent.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | UCC-Vyopta                              | suggested | Vyopta — Vyopta is an enterprise UC analytics platform with known Okta SSO support; verify OIN listing before applying.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | Veritone                                | suggested | Veritone — Veritone is an enterprise AI media platform that supports SAML SSO; verify OIN listing before applying.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | Wall Street Journal                     | no_oin    | The Wall Street Journal does not publish an enterprise OIN app; access is typically managed via IP allowlisting or direct licensing, not federated SSO.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | WebEOC                                  | no_oin    | WebEOC is a known Senate-specific emergency management app with no OIN equivalent.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | WebScribble SSO                         | no_oin    | WebScribble is a niche community/discussion platform for media publishers with no known OIN listing.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | WellBeing SSO                           | review_nee| WellBeing SSO is ambiguous — multiple wellness platforms use this branding (e.g., Limeade WellBeing, Virgin Pulse); human must identify the specific vendor to find the correct OIN app.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | WestlawNext                             | suggested | WestlawNext — Thomson Reuters Westlaw is a major legal research platform with documented Okta SSO support; verify OIN key before applying.
2026-04-16 10:20:42 | DEV  | AI_REVIEW   | Whitehouse Tours SSO                    | no_oin    | White House Tours is a government-specific scheduling system with no commercial OIN equivalent.
2026-04-16 10:22:48 | PROD | NOTE        | OneStream                               | ok        | "OIDC"
2026-04-16 10:38:46 | PROD | CONVERT     | Adobe Cloud Services                    | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: ssoUrl","errorLink":"E0000001","errorId":"oae_ZLvA9c1QweSp4SF78zwLw","errorCauses":[{"errorSummary":"ssoUrl: The field cannot be left blank"},{"errorSummary":"audUri: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:46 | PROD | CONVERT     | Adobe Connect                           | FAILED    | create_oin_instance failed 404: {"errorCode":"E0000007","errorSummary":"Not found: Resource not found: adobeconnect (App)","errorLink":"E0000007","errorId":"oaeJ2FvLiRiRYiVkjBUi3gyjw","errorCauses":[]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:46 | PROD | CONVERT     | Adobe Connect (test)                    | FAILED    | create_oin_instance failed 404: {"errorCode":"E0000007","errorSummary":"Not found: Resource not found: adobeconnect (App)","errorLink":"E0000007","errorId":"oaeFosO-qEjTQyWdwAvl9WCjg","errorCauses":[]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:50 | PROD | CONVERT     | AlertMedia                              | ok        | → alertmediacom  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 10:38:53 | PROD | CONVERT     | Asana                                   | ok        | → asana  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 10:38:55 | PROD | CONVERT     | Box Enterprise Plus                     | ok        | → boxnet  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 10:38:58 | PROD | CONVERT     | Cisco Webex Control Hub                 | ok        | → ciscocommonidentity  new_id=0oaEXAMPLE00EXAMPLE0
2026-04-16 10:38:58 | PROD | CONVERT     | CSOD-Pilot                              | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaehRvyT6ylSMS6XDKaN_wOzQ","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:59 | PROD | CONVERT     | CSOD-PILOT-FED                          | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaeV65l9fiLTueqBertFQn1Lg","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:59 | PROD | CONVERT     | CSOD-STG                                | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaeCqpqTcOrSfSjBp1BeN4Glw","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:38:59 | PROD | CONVERT     | CSOD-STG-FED                            | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaefRroM403TCu779bt6hLXaA","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:39:00 | PROD | CONVERT     | CSOD-TAM                                | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaeU5hWy57PSqe2yUexl8CeLg","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
2026-04-16 10:39:00 | PROD | CONVERT     | CSODFed-TAM                             | FAILED    | create_oin_instance failed 400: {"errorCode":"E0000001","errorSummary":"Api validation failed: orgName","errorLink":"E0000001","errorId":"oaes1BSuHFUQf60YTgKbknxxA","errorCauses":[{"errorSummary":"orgName: The field cannot be left blank"}]} — File "/Users/WG81791/Projects/wes-tools/OKTA/Okta Admin/okta_client.py", line 263, in create_oin_instance
